time,energy,datetime,date,year,month,day,hour,minute,runningdate
1609516800,0.13,2021-01-01T16:00:00Z,2021-01-01,2021,1,1,16,0,101
1609518600,0.25,2021-01-01T16:30:00Z,2021-01-01,2021,1,1,16,30,101
1609520400,0.21,2021-01-01T17:00:00Z,2021-01-01,2021,1,1,17,0,101
1609522200,0.32,2021-01-01T17:30:00Z,2021-01-01,2021,1,1,17,30,101
1609524000,0.21,2021-01-01T18:00:00Z,2021-01-01,2021,1,1,18,0,101
1609525800,0.24,2021-01-01T18:30:00Z,2021-01-01,2021,1,1,18,30,101
1609527600,0.44,2021-01-01T19:00:00Z,2021-01-01,2021,1,1,19,0,101
1609529400,0.3,2021-01-01T19:30:00Z,2021-01-01,2021,1,1,19,30,101
1609531200,0.36,2021-01-01T20:00:00Z,2021-01-01,2021,1,1,20,0,101
1609533000,0.28,2021-01-01T20:30:00Z,2021-01-01,2021,1,1,20,30,101
1609534800,0.38,2021-01-01T21:00:00Z,2021-01-01,2021,1,1,21,0,101
1609536600,0.51,2021-01-01T21:30:00Z,2021-01-01,2021,1,1,21,30,101
1609538400,0.27,2021-01-01T22:00:00Z,2021-01-01,2021,1,1,22,0,101
1609540200,0.33,2021-01-01T22:30:00Z,2021-01-01,2021,1,1,22,30,101
1609542000,0.2,2021-01-01T23:00:00Z,2021-01-01,2021,1,1,23,0,101
1609543800,0.2,2021-01-01T23:30:00Z,2021-01-01,2021,1,1,23,30,101
1609545600,0.22,2021-01-02T00:00:00Z,2021-01-02,2021,1,2,0,0,102
1609547400,0.13,2021-01-02T00:30:00Z,2021-01-02,2021,1,2,0,30,102
1609549200,0.14,2021-01-02T01:00:00Z,2021-01-02,2021,1,2,1,0,102
1609551000,0.12,2021-01-02T01:30:00Z,2021-01-02,2021,1,2,1,30,102
1609552800,0.11,2021-01-02T02:00:00Z,2021-01-02,2021,1,2,2,0,102
1609554600,0.09,2021-01-02T02:30:00Z,2021-01-02,2021,1,2,2,30,102
1609556400,0.11,2021-01-02T03:00:00Z,2021-01-02,2021,1,2,3,0,102
1609558200,0.1,2021-01-02T03:30:00Z,2021-01-02,2021,1,2,3,30,102
1609560000,0.13,2021-01-02T04:00:00Z,2021-01-02,2021,1,2,4,0,102
1609561800,0.09,2021-01-02T04:30:00Z,2021-01-02,2021,1,2,4,30,102
1609563600,0.12,2021-01-02T05:00:00Z,2021-01-02,2021,1,2,5,0,102
1609565400,0.11,2021-01-02T05:30:00Z,2021-01-02,2021,1,2,5,30,102
1609567200,0.09,2021-01-02T06:00:00Z,2021-01-02,2021,1,2,6,0,102
1609569000,0.13,2021-01-02T06:30:00Z,2021-01-02,2021,1,2,6,30,102
1609570800,0.19,2021-01-02T07:00:00Z,2021-01-02,2021,1,2,7,0,102
1609572600,0.32,2021-01-02T07:30:00Z,2021-01-02,2021,1,2,7,30,102
1609574400,0.48,2021-01-02T08:00:00Z,2021-01-02,2021,1,2,8,0,102
1609576200,0.31,2021-01-02T08:30:00Z,2021-01-02,2021,1,2,8,30,102
1609578000,0.31,2021-01-02T09:00:00Z,2021-01-02,2021,1,2,9,0,102
1609579800,0.35,2021-01-02T09:30:00Z,2021-01-02,2021,1,2,9,30,102
1609581600,0.33,2021-01-02T10:00:00Z,2021-01-02,2021,1,2,10,0,102
1609583400,0.36,2021-01-02T10:30:00Z,2021-01-02,2021,1,2,10,30,102
1609585200,0.46,2021-01-02T11:00:00Z,2021-01-02,2021,1,2,11,0,102
1609587000,0.32,2021-01-02T11:30:00Z,2021-01-02,2021,1,2,11,30,102
1609588800,0.2,2021-01-02T12:00:00Z,2021-01-02,2021,1,2,12,0,102
1609590600,0.2,2021-01-02T12:30:00Z,2021-01-02,2021,1,2,12,30,102
1609592400,0.33,2021-01-02T13:00:00Z,2021-01-02,2021,1,2,13,0,102
1609594200,0.24,2021-01-02T13:30:00Z,2021-01-02,2021,1,2,13,30,102
1609596000,0.27,2021-01-02T14:00:00Z,2021-01-02,2021,1,2,14,0,102
1609597800,0.26,2021-01-02T14:30:00Z,2021-01-02,2021,1,2,14,30,102
1609599600,0.33,2021-01-02T15:00:00Z,2021-01-02,2021,1,2,15,0,102
1609601400,0.28,2021-01-02T15:30:00Z,2021-01-02,2021,1,2,15,30,102
1609603200,0.26,2021-01-02T16:00:00Z,2021-01-02,2021,1,2,16,0,102
1609605000,0.26,2021-01-02T16:30:00Z,2021-01-02,2021,1,2,16,30,102
1609606800,0.61,2021-01-02T17:00:00Z,2021-01-02,2021,1,2,17,0,102
1609608600,0.35,2021-01-02T17:30:00Z,2021-01-02,2021,1,2,17,30,102
1609610400,0.61,2021-01-02T18:00:00Z,2021-01-02,2021,1,2,18,0,102
1609612200,0.86,2021-01-02T18:30:00Z,2021-01-02,2021,1,2,18,30,102
1609614000,1.1,2021-01-02T19:00:00Z,2021-01-02,2021,1,2,19,0,102
1609615800,0.45,2021-01-02T19:30:00Z,2021-01-02,2021,1,2,19,30,102
1609617600,0.34,2021-01-02T20:00:00Z,2021-01-02,2021,1,2,20,0,102
1609619400,0.31,2021-01-02T20:30:00Z,2021-01-02,2021,1,2,20,30,102
1609621200,0.36,2021-01-02T21:00:00Z,2021-01-02,2021,1,2,21,0,102
1609623000,0.61,2021-01-02T21:30:00Z,2021-01-02,2021,1,2,21,30,102
1609624800,0.42,2021-01-02T22:00:00Z,2021-01-02,2021,1,2,22,0,102
1609626600,0.36,2021-01-02T22:30:00Z,2021-01-02,2021,1,2,22,30,102
1609628400,0.36,2021-01-02T23:00:00Z,2021-01-02,2021,1,2,23,0,102
1609630200,0.35,2021-01-02T23:30:00Z,2021-01-02,2021,1,2,23,30,102
1609632000,0.35,2021-01-03T00:00:00Z,2021-01-03,2021,1,3,0,0,103
1609633800,0.34,2021-01-03T00:30:00Z,2021-01-03,2021,1,3,0,30,103
1609635600,0.22,2021-01-03T01:00:00Z,2021-01-03,2021,1,3,1,0,103
1609637400,0.19,2021-01-03T01:30:00Z,2021-01-03,2021,1,3,1,30,103
1609639200,0.18,2021-01-03T02:00:00Z,2021-01-03,2021,1,3,2,0,103
1609641000,0.11,2021-01-03T02:30:00Z,2021-01-03,2021,1,3,2,30,103
1609642800,0.11,2021-01-03T03:00:00Z,2021-01-03,2021,1,3,3,0,103
1609644600,0.13,2021-01-03T03:30:00Z,2021-01-03,2021,1,3,3,30,103
1609646400,0.1,2021-01-03T04:00:00Z,2021-01-03,2021,1,3,4,0,103
1609648200,0.13,2021-01-03T04:30:00Z,2021-01-03,2021,1,3,4,30,103
1609650000,0.1,2021-01-03T05:00:00Z,2021-01-03,2021,1,3,5,0,103
1609651800,0.14,2021-01-03T05:30:00Z,2021-01-03,2021,1,3,5,30,103
1609653600,0.09,2021-01-03T06:00:00Z,2021-01-03,2021,1,3,6,0,103
1609655400,0.12,2021-01-03T06:30:00Z,2021-01-03,2021,1,3,6,30,103
1609657200,0.09,2021-01-03T07:00:00Z,2021-01-03,2021,1,3,7,0,103
1609659000,0.24,2021-01-03T07:30:00Z,2021-01-03,2021,1,3,7,30,103
1609660800,0.38,2021-01-03T08:00:00Z,2021-01-03,2021,1,3,8,0,103
1609662600,0.3,2021-01-03T08:30:00Z,2021-01-03,2021,1,3,8,30,103
1609664400,0.16,2021-01-03T09:00:00Z,2021-01-03,2021,1,3,9,0,103
1609666200,0.3,2021-01-03T09:30:00Z,2021-01-03,2021,1,3,9,30,103
1609668000,0.16,2021-01-03T10:00:00Z,2021-01-03,2021,1,3,10,0,103
1609669800,0.21,2021-01-03T10:30:00Z,2021-01-03,2021,1,3,10,30,103
1609671600,0.2,2021-01-03T11:00:00Z,2021-01-03,2021,1,3,11,0,103
1609673400,0.47,2021-01-03T11:30:00Z,2021-01-03,2021,1,3,11,30,103
1609675200,0.24,2021-01-03T12:00:00Z,2021-01-03,2021,1,3,12,0,103
1609677000,0.62,2021-01-03T12:30:00Z,2021-01-03,2021,1,3,12,30,103
1609678800,1.54,2021-01-03T13:00:00Z,2021-01-03,2021,1,3,13,0,103
1609680600,2.58,2021-01-03T13:30:00Z,2021-01-03,2021,1,3,13,30,103
1609682400,1.07,2021-01-03T14:00:00Z,2021-01-03,2021,1,3,14,0,103
1609684200,0.5,2021-01-03T14:30:00Z,2021-01-03,2021,1,3,14,30,103
1609686000,0.43,2021-01-03T15:00:00Z,2021-01-03,2021,1,3,15,0,103
1609687800,0.46,2021-01-03T15:30:00Z,2021-01-03,2021,1,3,15,30,103
1609689600,0.31,2021-01-03T16:00:00Z,2021-01-03,2021,1,3,16,0,103
1609691400,0.34,2021-01-03T16:30:00Z,2021-01-03,2021,1,3,16,30,103
1609693200,0.23,2021-01-03T17:00:00Z,2021-01-03,2021,1,3,17,0,103
1609695000,0.19,2021-01-03T17:30:00Z,2021-01-03,2021,1,3,17,30,103
1609696800,0.37,2021-01-03T18:00:00Z,2021-01-03,2021,1,3,18,0,103
1609698600,0.39,2021-01-03T18:30:00Z,2021-01-03,2021,1,3,18,30,103
1609700400,0.42,2021-01-03T19:00:00Z,2021-01-03,2021,1,3,19,0,103
1609702200,0.38,2021-01-03T19:30:00Z,2021-01-03,2021,1,3,19,30,103
1609704000,0.4,2021-01-03T20:00:00Z,2021-01-03,2021,1,3,20,0,103
1609705800,0.52,2021-01-03T20:30:00Z,2021-01-03,2021,1,3,20,30,103
1609707600,0.39,2021-01-03T21:00:00Z,2021-01-03,2021,1,3,21,0,103
1609709400,0.44,2021-01-03T21:30:00Z,2021-01-03,2021,1,3,21,30,103
1609711200,0.47,2021-01-03T22:00:00Z,2021-01-03,2021,1,3,22,0,103
1609713000,0.34,2021-01-03T22:30:00Z,2021-01-03,2021,1,3,22,30,103
1609714800,0.38,2021-01-03T23:00:00Z,2021-01-03,2021,1,3,23,0,103
1609716600,0.25,2021-01-03T23:30:00Z,2021-01-03,2021,1,3,23,30,103
1609718400,0.14,2021-01-04T00:00:00Z,2021-01-04,2021,1,4,0,0,104
1609720200,0.14,2021-01-04T00:30:00Z,2021-01-04,2021,1,4,0,30,104
1609722000,0.1,2021-01-04T01:00:00Z,2021-01-04,2021,1,4,1,0,104
1609723800,0.14,2021-01-04T01:30:00Z,2021-01-04,2021,1,4,1,30,104
1609725600,0.12,2021-01-04T02:00:00Z,2021-01-04,2021,1,4,2,0,104
1609727400,0.09,2021-01-04T02:30:00Z,2021-01-04,2021,1,4,2,30,104
1609729200,0.1,2021-01-04T03:00:00Z,2021-01-04,2021,1,4,3,0,104
1609731000,0.13,2021-01-04T03:30:00Z,2021-01-04,2021,1,4,3,30,104
1609732800,0.12,2021-01-04T04:00:00Z,2021-01-04,2021,1,4,4,0,104
1609734600,0.09,2021-01-04T04:30:00Z,2021-01-04,2021,1,4,4,30,104
1609736400,0.16,2021-01-04T05:00:00Z,2021-01-04,2021,1,4,5,0,104
1609738200,0.15,2021-01-04T05:30:00Z,2021-01-04,2021,1,4,5,30,104
1609740000,0.16,2021-01-04T06:00:00Z,2021-01-04,2021,1,4,6,0,104
1609741800,0.25,2021-01-04T06:30:00Z,2021-01-04,2021,1,4,6,30,104
1609743600,0.36,2021-01-04T07:00:00Z,2021-01-04,2021,1,4,7,0,104
1609745400,0.49,2021-01-04T07:30:00Z,2021-01-04,2021,1,4,7,30,104
1609747200,0.48,2021-01-04T08:00:00Z,2021-01-04,2021,1,4,8,0,104
1609749000,0.71,2021-01-04T08:30:00Z,2021-01-04,2021,1,4,8,30,104
1609750800,0.33,2021-01-04T09:00:00Z,2021-01-04,2021,1,4,9,0,104
1609752600,0.73,2021-01-04T09:30:00Z,2021-01-04,2021,1,4,9,30,104
1609754400,0.11,2021-01-04T10:00:00Z,2021-01-04,2021,1,4,10,0,104
1609756200,0.3,2021-01-04T10:30:00Z,2021-01-04,2021,1,4,10,30,104
1609758000,0.27,2021-01-04T11:00:00Z,2021-01-04,2021,1,4,11,0,104
1609759800,0.32,2021-01-04T11:30:00Z,2021-01-04,2021,1,4,11,30,104
1609761600,0.27,2021-01-04T12:00:00Z,2021-01-04,2021,1,4,12,0,104
1609763400,0.3,2021-01-04T12:30:00Z,2021-01-04,2021,1,4,12,30,104
1609765200,0.34,2021-01-04T13:00:00Z,2021-01-04,2021,1,4,13,0,104
1609767000,0.29,2021-01-04T13:30:00Z,2021-01-04,2021,1,4,13,30,104
1609768800,0.29,2021-01-04T14:00:00Z,2021-01-04,2021,1,4,14,0,104
1609770600,0.29,2021-01-04T14:30:00Z,2021-01-04,2021,1,4,14,30,104
1609772400,0.24,2021-01-04T15:00:00Z,2021-01-04,2021,1,4,15,0,104
1609774200,0.3,2021-01-04T15:30:00Z,2021-01-04,2021,1,4,15,30,104
1609776000,0.33,2021-01-04T16:00:00Z,2021-01-04,2021,1,4,16,0,104
1609777800,0.28,2021-01-04T16:30:00Z,2021-01-04,2021,1,4,16,30,104
1609779600,0.25,2021-01-04T17:00:00Z,2021-01-04,2021,1,4,17,0,104
1609781400,0.97,2021-01-04T17:30:00Z,2021-01-04,2021,1,4,17,30,104
1609783200,0.65,2021-01-04T18:00:00Z,2021-01-04,2021,1,4,18,0,104
1609785000,0.4,2021-01-04T18:30:00Z,2021-01-04,2021,1,4,18,30,104
1609786800,0.35,2021-01-04T19:00:00Z,2021-01-04,2021,1,4,19,0,104
1609788600,0.27,2021-01-04T19:30:00Z,2021-01-04,2021,1,4,19,30,104
1609790400,0.31,2021-01-04T20:00:00Z,2021-01-04,2021,1,4,20,0,104
1609792200,0.35,2021-01-04T20:30:00Z,2021-01-04,2021,1,4,20,30,104
1609794000,0.31,2021-01-04T21:00:00Z,2021-01-04,2021,1,4,21,0,104
1609795800,0.34,2021-01-04T21:30:00Z,2021-01-04,2021,1,4,21,30,104
1609797600,0.32,2021-01-04T22:00:00Z,2021-01-04,2021,1,4,22,0,104
1609799400,0.24,2021-01-04T22:30:00Z,2021-01-04,2021,1,4,22,30,104
1609801200,0.35,2021-01-04T23:00:00Z,2021-01-04,2021,1,4,23,0,104
1609803000,0.23,2021-01-04T23:30:00Z,2021-01-04,2021,1,4,23,30,104
1609804800,0.12,2021-01-05T00:00:00Z,2021-01-05,2021,1,5,0,0,105
1609806600,0.18,2021-01-05T00:30:00Z,2021-01-05,2021,1,5,0,30,105
1609808400,0.12,2021-01-05T01:00:00Z,2021-01-05,2021,1,5,1,0,105
1609810200,0.14,2021-01-05T01:30:00Z,2021-01-05,2021,1,5,1,30,105
1609812000,0.13,2021-01-05T02:00:00Z,2021-01-05,2021,1,5,2,0,105
1609813800,0.11,2021-01-05T02:30:00Z,2021-01-05,2021,1,5,2,30,105
1609815600,0.26,2021-01-05T03:00:00Z,2021-01-05,2021,1,5,3,0,105
1609817400,0.18,2021-01-05T03:30:00Z,2021-01-05,2021,1,5,3,30,105
1609819200,0.15,2021-01-05T04:00:00Z,2021-01-05,2021,1,5,4,0,105
1609821000,0.12,2021-01-05T04:30:00Z,2021-01-05,2021,1,5,4,30,105
1609822800,0.17,2021-01-05T05:00:00Z,2021-01-05,2021,1,5,5,0,105
1609824600,0.14,2021-01-05T05:30:00Z,2021-01-05,2021,1,5,5,30,105
1609826400,0.15,2021-01-05T06:00:00Z,2021-01-05,2021,1,5,6,0,105
1609828200,0.32,2021-01-05T06:30:00Z,2021-01-05,2021,1,5,6,30,105
1609830000,0.38,2021-01-05T07:00:00Z,2021-01-05,2021,1,5,7,0,105
1609831800,0.57,2021-01-05T07:30:00Z,2021-01-05,2021,1,5,7,30,105
1609833600,0.32,2021-01-05T08:00:00Z,2021-01-05,2021,1,5,8,0,105
1609835400,0.35,2021-01-05T08:30:00Z,2021-01-05,2021,1,5,8,30,105
1609837200,0.25,2021-01-05T09:00:00Z,2021-01-05,2021,1,5,9,0,105
1609839000,0.17,2021-01-05T09:30:00Z,2021-01-05,2021,1,5,9,30,105
1609840800,0.24,2021-01-05T10:00:00Z,2021-01-05,2021,1,5,10,0,105
1609842600,0.14,2021-01-05T10:30:00Z,2021-01-05,2021,1,5,10,30,105
1609844400,0.26,2021-01-05T11:00:00Z,2021-01-05,2021,1,5,11,0,105
1609846200,0.12,2021-01-05T11:30:00Z,2021-01-05,2021,1,5,11,30,105
1609848000,0.26,2021-01-05T12:00:00Z,2021-01-05,2021,1,5,12,0,105
1609849800,0.18,2021-01-05T12:30:00Z,2021-01-05,2021,1,5,12,30,105
1609851600,0.25,2021-01-05T13:00:00Z,2021-01-05,2021,1,5,13,0,105
1609853400,0.27,2021-01-05T13:30:00Z,2021-01-05,2021,1,5,13,30,105
1609855200,0.14,2021-01-05T14:00:00Z,2021-01-05,2021,1,5,14,0,105
1609857000,0.13,2021-01-05T14:30:00Z,2021-01-05,2021,1,5,14,30,105
1609858800,0.17,2021-01-05T15:00:00Z,2021-01-05,2021,1,5,15,0,105
1609860600,0.19,2021-01-05T15:30:00Z,2021-01-05,2021,1,5,15,30,105
1609862400,0.22,2021-01-05T16:00:00Z,2021-01-05,2021,1,5,16,0,105
1609864200,0.22,2021-01-05T16:30:00Z,2021-01-05,2021,1,5,16,30,105
1609866000,0.25,2021-01-05T17:00:00Z,2021-01-05,2021,1,5,17,0,105
1609867800,0.28,2021-01-05T17:30:00Z,2021-01-05,2021,1,5,17,30,105
1609869600,0.63,2021-01-05T18:00:00Z,2021-01-05,2021,1,5,18,0,105
1609871400,1.01,2021-01-05T18:30:00Z,2021-01-05,2021,1,5,18,30,105
1609873200,0.74,2021-01-05T19:00:00Z,2021-01-05,2021,1,5,19,0,105
1609875000,0.31,2021-01-05T19:30:00Z,2021-01-05,2021,1,5,19,30,105
1609876800,0.35,2021-01-05T20:00:00Z,2021-01-05,2021,1,5,20,0,105
1609878600,0.41,2021-01-05T20:30:00Z,2021-01-05,2021,1,5,20,30,105
1609880400,0.39,2021-01-05T21:00:00Z,2021-01-05,2021,1,5,21,0,105
1609882200,0.31,2021-01-05T21:30:00Z,2021-01-05,2021,1,5,21,30,105
1609884000,0.41,2021-01-05T22:00:00Z,2021-01-05,2021,1,5,22,0,105
1609885800,0.32,2021-01-05T22:30:00Z,2021-01-05,2021,1,5,22,30,105
1609887600,0.19,2021-01-05T23:00:00Z,2021-01-05,2021,1,5,23,0,105
1609889400,0.19,2021-01-05T23:30:00Z,2021-01-05,2021,1,5,23,30,105
1609891200,0.09,2021-01-06T00:00:00Z,2021-01-06,2021,1,6,0,0,106
1609893000,0.13,2021-01-06T00:30:00Z,2021-01-06,2021,1,6,0,30,106
1609894800,0.11,2021-01-06T01:00:00Z,2021-01-06,2021,1,6,1,0,106
1609896600,0.12,2021-01-06T01:30:00Z,2021-01-06,2021,1,6,1,30,106
1609898400,0.1,2021-01-06T02:00:00Z,2021-01-06,2021,1,6,2,0,106
1609900200,0.1,2021-01-06T02:30:00Z,2021-01-06,2021,1,6,2,30,106
1609902000,0.11,2021-01-06T03:00:00Z,2021-01-06,2021,1,6,3,0,106
1609903800,0.08,2021-01-06T03:30:00Z,2021-01-06,2021,1,6,3,30,106
1609905600,0.18,2021-01-06T04:00:00Z,2021-01-06,2021,1,6,4,0,106
1609907400,0.12,2021-01-06T04:30:00Z,2021-01-06,2021,1,6,4,30,106
1609909200,0.16,2021-01-06T05:00:00Z,2021-01-06,2021,1,6,5,0,106
1609911000,0.13,2021-01-06T05:30:00Z,2021-01-06,2021,1,6,5,30,106
1609912800,0.26,2021-01-06T06:00:00Z,2021-01-06,2021,1,6,6,0,106
1609914600,0.26,2021-01-06T06:30:00Z,2021-01-06,2021,1,6,6,30,106
1609916400,0.42,2021-01-06T07:00:00Z,2021-01-06,2021,1,6,7,0,106
1609918200,0.59,2021-01-06T07:30:00Z,2021-01-06,2021,1,6,7,30,106
1609920000,0.35,2021-01-06T08:00:00Z,2021-01-06,2021,1,6,8,0,106
1609921800,0.81,2021-01-06T08:30:00Z,2021-01-06,2021,1,6,8,30,106
1609923600,0.24,2021-01-06T09:00:00Z,2021-01-06,2021,1,6,9,0,106
1609925400,0.11,2021-01-06T09:30:00Z,2021-01-06,2021,1,6,9,30,106
1609927200,0.23,2021-01-06T10:00:00Z,2021-01-06,2021,1,6,10,0,106
1609929000,0.15,2021-01-06T10:30:00Z,2021-01-06,2021,1,6,10,30,106
1609930800,0.18,2021-01-06T11:00:00Z,2021-01-06,2021,1,6,11,0,106
1609932600,0.21,2021-01-06T11:30:00Z,2021-01-06,2021,1,6,11,30,106
1609934400,0.18,2021-01-06T12:00:00Z,2021-01-06,2021,1,6,12,0,106
1609936200,0.22,2021-01-06T12:30:00Z,2021-01-06,2021,1,6,12,30,106
1609938000,0.38,2021-01-06T13:00:00Z,2021-01-06,2021,1,6,13,0,106
1609939800,0.37,2021-01-06T13:30:00Z,2021-01-06,2021,1,6,13,30,106
1609941600,0.14,2021-01-06T14:00:00Z,2021-01-06,2021,1,6,14,0,106
1609943400,0.24,2021-01-06T14:30:00Z,2021-01-06,2021,1,6,14,30,106
1609945200,0.14,2021-01-06T15:00:00Z,2021-01-06,2021,1,6,15,0,106
1609947000,0.13,2021-01-06T15:30:00Z,2021-01-06,2021,1,6,15,30,106
1609948800,0.23,2021-01-06T16:00:00Z,2021-01-06,2021,1,6,16,0,106
1609950600,0.19,2021-01-06T16:30:00Z,2021-01-06,2021,1,6,16,30,106
1609952400,0.2,2021-01-06T17:00:00Z,2021-01-06,2021,1,6,17,0,106
1609954200,0.32,2021-01-06T17:30:00Z,2021-01-06,2021,1,6,17,30,106
1609956000,0.74,2021-01-06T18:00:00Z,2021-01-06,2021,1,6,18,0,106
1609957800,0.4,2021-01-06T18:30:00Z,2021-01-06,2021,1,6,18,30,106
1609959600,0.42,2021-01-06T19:00:00Z,2021-01-06,2021,1,6,19,0,106
1609961400,0.4,2021-01-06T19:30:00Z,2021-01-06,2021,1,6,19,30,106
1609963200,0.21,2021-01-06T20:00:00Z,2021-01-06,2021,1,6,20,0,106
1609965000,0.3,2021-01-06T20:30:00Z,2021-01-06,2021,1,6,20,30,106
1609966800,0.32,2021-01-06T21:00:00Z,2021-01-06,2021,1,6,21,0,106
1609968600,0.39,2021-01-06T21:30:00Z,2021-01-06,2021,1,6,21,30,106
1609970400,0.3,2021-01-06T22:00:00Z,2021-01-06,2021,1,6,22,0,106
1609972200,0.29,2021-01-06T22:30:00Z,2021-01-06,2021,1,6,22,30,106
1609974000,0.26,2021-01-06T23:00:00Z,2021-01-06,2021,1,6,23,0,106
1609975800,0.19,2021-01-06T23:30:00Z,2021-01-06,2021,1,6,23,30,106
1609977600,0.1,2021-01-07T00:00:00Z,2021-01-07,2021,1,7,0,0,107
1609979400,0.1,2021-01-07T00:30:00Z,2021-01-07,2021,1,7,0,30,107
1609981200,0.13,2021-01-07T01:00:00Z,2021-01-07,2021,1,7,1,0,107
1609983000,0.1,2021-01-07T01:30:00Z,2021-01-07,2021,1,7,1,30,107
1609984800,0.13,2021-01-07T02:00:00Z,2021-01-07,2021,1,7,2,0,107
1609986600,0.12,2021-01-07T02:30:00Z,2021-01-07,2021,1,7,2,30,107
1609988400,0.15,2021-01-07T03:00:00Z,2021-01-07,2021,1,7,3,0,107
1609990200,0.14,2021-01-07T03:30:00Z,2021-01-07,2021,1,7,3,30,107
1609992000,0.18,2021-01-07T04:00:00Z,2021-01-07,2021,1,7,4,0,107
1609993800,0.23,2021-01-07T04:30:00Z,2021-01-07,2021,1,7,4,30,107
1609995600,0.22,2021-01-07T05:00:00Z,2021-01-07,2021,1,7,5,0,107
1609997400,0.17,2021-01-07T05:30:00Z,2021-01-07,2021,1,7,5,30,107
1609999200,0.24,2021-01-07T06:00:00Z,2021-01-07,2021,1,7,6,0,107
1610001000,0.29,2021-01-07T06:30:00Z,2021-01-07,2021,1,7,6,30,107
1610002800,0.48,2021-01-07T07:00:00Z,2021-01-07,2021,1,7,7,0,107
1610004600,0.55,2021-01-07T07:30:00Z,2021-01-07,2021,1,7,7,30,107
1610006400,0.45,2021-01-07T08:00:00Z,2021-01-07,2021,1,7,8,0,107
1610008200,0.31,2021-01-07T08:30:00Z,2021-01-07,2021,1,7,8,30,107
1610010000,0.27,2021-01-07T09:00:00Z,2021-01-07,2021,1,7,9,0,107
1610011800,0.21,2021-01-07T09:30:00Z,2021-01-07,2021,1,7,9,30,107
1610013600,0.24,2021-01-07T10:00:00Z,2021-01-07,2021,1,7,10,0,107
1610015400,0.26,2021-01-07T10:30:00Z,2021-01-07,2021,1,7,10,30,107
1610017200,0.11,2021-01-07T11:00:00Z,2021-01-07,2021,1,7,11,0,107
1610019000,0.2,2021-01-07T11:30:00Z,2021-01-07,2021,1,7,11,30,107
1610020800,0.25,2021-01-07T12:00:00Z,2021-01-07,2021,1,7,12,0,107
1610022600,0.35,2021-01-07T12:30:00Z,2021-01-07,2021,1,7,12,30,107
1610024400,0.8,2021-01-07T13:00:00Z,2021-01-07,2021,1,7,13,0,107
1610026200,0.78,2021-01-07T13:30:00Z,2021-01-07,2021,1,7,13,30,107
